Customer_ID,Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Churn,Churn_Prediction,Rish_Level
CUST1409,1085,4,28,0,0,Safe
CUST1410,307,1,5,1,1,High Risk
CUST1411,725,1,14,1,1,High Risk
CUST1412,633,4,58,0,0,Safe
CUST1413,328,1,7,0,1,High Risk
CUST1414,1038,1,8,0,0,Safe
CUST1415,441,3,34,0,0,Safe
CUST1416,476,4,109,0,0,Safe
CUST1417,90,4,77,0,0,Safe
CUST1418,1018,3,27,0,0,Safe
CUST1419,970,4,27,0,0,Safe
CUST1420,871,4,117,0,0,Safe
CUST1421,747,3,37,0,0,Safe
CUST1422,88,4,61,0,0,Safe
CUST1423,768,4,83,0,0,Safe
CUST1424,982,1,14,1,1,High Risk
CUST1425,592,3,12,1,1,High Risk
CUST1426,794,3,10,1,1,High Risk
CUST1427,668,3,1,1,1,High Risk
CUST1428,726,3,13,1,1,High Risk
CUST1429,253,1,12,1,1,High Risk
CUST1430,1090,4,92,0,0,Safe
CUST1431,917,1,5,1,1,High Risk
CUST1432,913,1,1,1,1,High Risk
CUST1433,54,4,37,0,0,Safe
CUST1434,802,4,66,0,0,Safe
CUST1435,661,3,31,0,0,Safe
CUST1436,500,3,4,0,0,Safe
CUST1437,219,1,7,0,0,Safe
CUST1438,834,4,68,1,1,High Risk
CUST1439,180,3,20,0,0,Safe
CUST1440,531,4,59,0,0,Safe
CUST1441,370,4,71,0,0,Safe
CUST1442,1064,1,14,1,1,High Risk
CUST1443,17,1,2,1,1,High Risk
CUST1444,897,4,66,0,0,Safe
CUST1445,1039,4,71,0,0,Safe
CUST1446,709,3,9,1,1,High Risk
CUST1447,357,4,19,1,1,High Risk
CUST1448,997,3,55,0,0,Safe
CUST1449,617,4,53,0,0,Safe
CUST1450,55,3,43,0,0,Safe
CUST1451,415,3,54,0,0,Safe
CUST1452,176,1,3,1,1,High Risk
CUST1453,979,3,55,0,0,Safe
CUST1454,870,4,43,0,0,Safe
CUST1455,968,3,22,0,0,Safe
CUST1456,336,3,2,1,1,High Risk
CUST1457,986,3,1,1,1,High Risk
CUST1458,565,4,36,0,0,Safe
CUST1459,933,3,59,0,0,Safe
CUST1460,226,4,58,0,0,Safe
CUST1461,148,3,10,1,1,High Risk
CUST1462,748,1,10,1,1,High Risk
CUST1463,836,3,58,0,0,Safe
CUST1464,533,4,31,0,0,Safe
CUST1465,1072,4,73,0,0,Safe
CUST1466,165,1,6,0,1,High Risk
CUST1467,859,4,40,0,0,Safe
CUST1468,533,3,12,1,1,High Risk
CUST1469,186,3,30,1,1,High Risk
CUST1470,287,3,13,0,0,Safe
CUST1471,676,4,48,0,0,Safe
CUST1472,730,4,95,0,0,Safe
CUST1473,630,1,8,1,1,High Risk
CUST1474,801,3,47,0,0,Safe
CUST1475,242,3,5,1,1,High Risk
CUST1476,826,4,45,0,0,Safe
CUST1477,99,1,7,1,1,High Risk
CUST1478,883,4,44,0,0,Safe
CUST1479,29,3,2,1,1,High Risk
CUST1480,606,3,1,1,1,High Risk
CUST1481,79,3,55,0,0,Safe
CUST1482,64,3,26,1,1,High Risk
CUST1483,340,1,5,1,1,High Risk
CUST1484,451,3,36,0,0,Safe
CUST1485,663,3,54,0,0,Safe
CUST1486,804,3,8,1,1,High Risk
CUST1487,878,4,107,0,0,Safe
CUST1488,223,4,51,1,0,Safe
CUST1489,316,4,31,0,0,Safe
CUST1490,397,4,73,0,0,Safe
CUST1491,417,3,37,0,0,Safe
CUST1492,349,4,23,0,0,Safe
CUST1493,976,3,28,0,0,Safe
CUST1494,736,4,52,0,0,Safe
CUST1495,853,3,21,0,0,Safe
CUST1496,993,4,104,0,0,Safe
CUST1497,1083,4,48,0,0,Safe
CUST1498,734,4,27,0,0,Safe
CUST1499,168,3,18,0,0,Safe
CUST1500,19,1,9,1,1,High Risk
CUST1501,401,4,48,0,0,Safe
CUST1502,997,4,69,0,0,Safe
CUST1503,144,4,103,0,0,Safe
CUST1504,68,3,17,1,1,High Risk
CUST1505,487,4,108,0,0,Safe
CUST1506,306,3,7,1,1,High Risk
CUST1507,306,3,14,1,1,High Risk
CUST1508,960,3,1,1,1,High Risk
CUST1509,798,3,53,0,0,Safe
CUST1510,731,3,21,0,0,Safe
CUST1511,39,1,13,0,1,High Risk
CUST1512,13,4,72,0,0,Safe
CUST1513,887,4,81,1,0,Safe
CUST1514,785,3,35,0,0,Safe
CUST1515,715,4,52,0,0,Safe
CUST1516,229,4,56,0,0,Safe
CUST1517,874,4,35,0,0,Safe
CUST1518,489,4,72,0,0,Safe
CUST1519,691,3,28,1,0,Safe
CUST1520,589,4,77,0,0,Safe
CUST1521,1026,4,64,0,0,Safe
CUST1522,856,4,17,0,0,Safe
CUST1523,785,3,46,1,1,High Risk
CUST1524,871,4,57,0,0,Safe
CUST1525,792,3,13,1,1,High Risk
CUST1526,515,1,2,1,1,High Risk
CUST1527,341,4,45,1,1,High Risk
CUST1528,188,4,83,0,0,Safe
CUST1529,92,4,15,1,1,High Risk
CUST1530,859,3,51,0,0,Safe
CUST1531,506,3,15,0,0,Safe
CUST1532,950,3,55,0,0,Safe
CUST1533,423,3,59,0,0,Safe
CUST1534,284,4,102,0,0,Safe
CUST1535,587,4,73,0,0,Safe
CUST1536,753,4,52,1,1,High Risk
CUST1537,498,4,18,1,1,High Risk
CUST1538,794,3,31,0,0,Safe
CUST1539,524,3,40,0,0,Safe
CUST1540,853,4,52,0,0,Safe
CUST1541,1070,3,28,0,0,Safe
CUST1542,872,3,32,1,0,Safe
CUST1543,889,1,5,1,1,High Risk
CUST1544,475,1,9,1,1,High Risk
CUST1545,390,1,13,1,1,High Risk
CUST1546,787,4,17,0,0,Safe
CUST1547,708,4,97,0,0,Safe
CUST1548,1076,4,49,0,0,Safe
CUST1549,805,4,49,0,0,Safe
CUST1550,984,4,44,0,0,Safe
CUST1551,814,3,7,1,0,Safe
CUST1552,511,3,32,0,0,Safe
CUST1553,442,3,6,0,0,Safe
CUST1554,999,1,8,1,1,High Risk
CUST1555,822,4,34,0,0,Safe
CUST1556,851,4,98,0,0,Safe
CUST1557,1063,1,10,1,1,High Risk
CUST1558,840,1,4,0,0,Safe
CUST1559,543,3,5,1,1,High Risk
CUST1560,515,4,65,0,0,Safe
CUST1561,424,4,33,0,0,Safe
CUST1562,408,4,115,0,0,Safe
CUST1563,783,3,45,0,0,Safe
CUST1564,1084,3,30,0,0,Safe
CUST1565,82,4,43,0,0,Safe
CUST1566,180,3,13,1,1,High Risk
CUST1567,276,4,48,0,0,Safe
CUST1568,902,3,21,1,0,Safe
CUST1569,596,3,52,0,0,Safe
CUST1570,510,4,62,0,0,Safe
CUST1571,1001,4,52,0,0,Safe
CUST1572,21,4,73,0,0,Safe
CUST1573,140,4,94,1,1,High Risk
CUST1574,963,4,33,0,0,Safe
CUST1575,850,3,8,1,1,High Risk
CUST1576,354,1,8,1,1,High Risk
CUST1577,271,4,48,0,0,Safe
CUST1578,989,4,86,0,0,Safe
CUST1579,892,1,14,1,1,High Risk
CUST1580,583,1,14,1,1,High Risk
CUST1581,919,4,45,0,0,Safe
CUST1582,549,1,2,1,1,High Risk
CUST1583,462,4,76,0,0,Safe
CUST1584,67,3,36,0,0,Safe
CUST1585,602,4,113,1,1,High Risk
CUST1586,150,1,1,1,1,High Risk
CUST1587,80,1,9,1,1,High Risk
CUST1588,929,3,49,0,0,Safe
CUST1589,438,3,55,1,1,High Risk
CUST1590,566,4,49,0,0,Safe
CUST1591,621,4,96,0,0,Safe
CUST1592,338,4,59,0,0,Safe
CUST1593,554,4,80,0,0,Safe
CUST1594,658,3,43,0,0,Safe
CUST1595,632,1,3,1,1,High Risk
CUST1596,676,1,6,1,1,High Risk
CUST1597,234,4,96,0,0,Safe
CUST1598,1075,3,10,1,1,High Risk
CUST1599,87,3,32,0,0,Safe
CUST1600,250,3,12,1,1,High Risk
CUST1601,74,4,54,0,0,Safe
CUST1602,149,4,106,0,0,Safe
CUST1603,325,1,5,1,1,High Risk
CUST1604,538,3,4,1,1,High Risk
CUST1605,1073,4,98,0,0,Safe
CUST1606,612,3,3,0,1,High Risk
CUST1607,662,4,73,0,0,Safe
CUST1608,315,1,1,1,1,High Risk
CUST1609,186,1,5,1,1,High Risk
CUST1610,358,4,116,0,0,Safe
CUST1611,1063,4,70,0,0,Safe
CUST1612,1040,3,19,1,1,High Risk
CUST1613,1071,4,58,0,0,Safe
CUST1614,830,4,17,0,0,Safe
CUST1615,581,4,93,0,0,Safe
CUST1616,559,1,2,1,1,High Risk
CUST1617,543,3,28,1,1,High Risk
CUST1618,1092,4,18,0,0,Safe
CUST1619,208,4,40,0,0,Safe
CUST1620,426,3,7,1,1,High Risk
CUST1621,82,4,22,0,0,Safe
CUST1622,92,4,64,0,0,Safe
CUST1623,428,3,2,1,1,High Risk
CUST1624,615,3,16,0,0,Safe
CUST1625,1000,4,46,1,0,Safe
CUST1626,99,4,111,0,0,Safe
CUST1627,750,4,39,0,0,Safe
CUST1628,360,1,10,1,1,High Risk
CUST1629,1010,4,52,0,0,Safe
CUST1630,485,4,47,0,0,Safe
CUST1631,455,4,110,0,0,Safe
CUST1632,171,4,50,0,0,Safe
CUST1633,56,4,53,1,1,High Risk
CUST1634,459,4,40,0,0,Safe
CUST1635,175,4,81,0,0,Safe
CUST1636,54,3,39,0,0,Safe
CUST1637,437,4,69,0,0,Safe
CUST1638,226,4,111,0,0,Safe
CUST1639,327,4,49,0,0,Safe
CUST1640,1088,4,63,0,0,Safe
CUST1641,169,1,9,1,1,High Risk
CUST1642,209,3,19,0,0,Safe
CUST1643,1005,4,19,0,0,Safe
CUST1644,522,3,23,0,0,Safe
CUST1645,56,4,49,0,0,Safe
CUST1646,502,3,58,0,0,Safe
CUST1647,315,4,77,1,0,Safe
CUST1648,201,3,16,0,0,Safe
CUST1649,962,3,41,0,0,Safe
CUST1650,855,3,25,0,1,High Risk
CUST1651,726,4,53,0,0,Safe
CUST1652,42,3,28,0,0,Safe
CUST1653,956,3,9,1,1,High Risk
CUST1654,920,1,4,0,0,Safe
CUST1655,156,4,32,0,0,Safe
CUST1656,612,3,16,0,0,Safe
CUST1657,865,3,19,0,0,Safe
CUST1658,684,3,3,1,1,High Risk
CUST1659,564,4,54,0,0,Safe
CUST1660,22,4,118,0,0,Safe
CUST1661,454,4,70,0,0,Safe
CUST1662,155,1,11,1,1,High Risk
CUST1663,693,3,54,0,0,Safe
CUST1664,515,4,87,0,0,Safe
CUST1665,502,3,9,1,1,High Risk
CUST1666,505,4,27,0,0,Safe
CUST1667,118,3,5,1,1,High Risk
CUST1668,190,1,4,1,1,High Risk
CUST1669,615,4,116,0,0,Safe
CUST1670,506,3,17,0,0,Safe
CUST1671,179,4,103,0,0,Safe
CUST1672,91,4,67,0,0,Safe
CUST1673,253,1,1,1,1,High Risk
CUST1674,1036,4,93,0,0,Safe
CUST1675,196,4,100,0,0,Safe
CUST1676,854,3,36,0,0,Safe
CUST1677,832,3,11,1,1,High Risk
CUST1678,153,3,1,1,1,High Risk
CUST1679,269,3,51,0,0,Safe
CUST1680,173,4,54,0,0,Safe
CUST1681,876,4,42,1,1,High Risk
CUST1682,582,4,43,0,0,Safe
CUST1683,27,4,108,0,0,Safe
CUST1684,854,4,32,0,0,Safe
CUST1685,676,3,4,1,1,High Risk
CUST1686,485,1,4,1,1,High Risk
CUST1687,752,4,25,0,0,Safe
CUST1688,628,3,4,1,1,High Risk
CUST1689,901,4,59,0,0,Safe
CUST1690,700,4,21,1,1,High Risk
CUST1691,596,4,38,0,0,Safe
CUST1692,450,3,14,1,0,Safe
CUST1693,123,1,2,1,1,High Risk
CUST1694,826,4,43,0,0,Safe
CUST1695,703,4,35,0,0,Safe
CUST1696,518,3,6,1,1,High Risk
CUST1697,318,3,7,1,1,High Risk
CUST1698,605,3,9,1,1,High Risk
CUST1699,541,4,92,0,0,Safe
CUST1700,925,3,3,1,1,High Risk
CUST1701,67,4,77,0,0,Safe
CUST1702,721,4,94,1,1,High Risk
CUST1703,906,3,8,1,1,High Risk
CUST1704,1092,3,18,0,0,Safe
CUST1705,420,4,48,1,1,High Risk
CUST1706,691,1,8,1,1,High Risk
CUST1707,716,3,41,0,0,Safe
CUST1708,792,4,26,0,0,Safe
CUST1709,588,4,43,0,0,Safe
CUST1710,843,3,19,1,1,High Risk
CUST1711,531,3,55,0,1,High Risk
CUST1712,503,4,59,1,1,High Risk
CUST1713,324,3,29,0,0,Safe
CUST1714,749,4,47,0,0,Safe
CUST1715,640,3,11,1,1,High Risk
CUST1716,732,4,89,0,0,Safe
CUST1717,61,3,27,0,0,Safe
CUST1718,489,4,60,0,0,Safe
CUST1719,793,3,30,0,0,Safe
CUST1720,26,4,43,0,0,Safe
CUST1721,589,3,34,0,0,Safe
CUST1722,396,4,56,0,0,Safe
CUST1723,251,1,2,1,1,High Risk
CUST1724,1073,4,73,0,0,Safe
CUST1725,531,4,85,0,0,Safe
CUST1726,726,4,91,0,0,Safe
CUST1727,655,4,55,0,0,Safe
CUST1728,391,4,43,0,0,Safe
CUST1729,606,3,9,1,1,High Risk
CUST1730,431,4,54,0,0,Safe
CUST1731,42,3,34,0,0,Safe
CUST1732,342,3,6,1,1,High Risk
CUST1733,1081,1,3,1,1,High Risk
CUST1734,137,4,48,0,0,Safe
CUST1735,584,4,44,0,0,Safe
CUST1736,983,3,11,1,1,High Risk
CUST1737,1025,4,77,0,0,Safe
CUST1738,874,4,70,0,0,Safe
CUST1739,228,4,15,0,0,Safe
CUST1740,901,4,20,0,0,Safe
CUST1741,82,4,17,1,1,High Risk
CUST1742,818,3,43,0,0,Safe
CUST1743,49,3,4,1,1,High Risk
CUST1744,86,4,23,0,0,Safe
CUST1745,790,4,46,0,0,Safe
CUST1746,711,4,31,0,0,Safe
CUST1747,574,3,4,0,0,Safe
CUST1748,839,3,51,0,0,Safe
CUST1749,24,3,51,0,0,Safe
CUST1750,765,4,48,0,0,Safe
CUST1751,635,3,27,0,0,Safe
CUST1752,764,3,48,0,0,Safe
CUST1753,860,3,3,0,0,Safe
CUST1754,448,3,30,0,0,Safe
CUST1755,786,4,54,0,0,Safe
CUST1756,151,4,63,0,0,Safe
CUST1757,638,3,3,1,1,High Risk
CUST1758,95,4,115,0,0,Safe
CUST1759,28,4,48,0,0,Safe
CUST1760,1025,3,24,0,0,Safe
CUST1761,1037,4,16,0,0,Safe
CUST1762,1000,4,58,0,0,Safe
CUST1763,194,3,6,1,1,High Risk
CUST1764,763,3,28,1,0,Safe
CUST1765,256,3,51,1,1,High Risk
CUST1766,837,3,4,1,1,High Risk
CUST1767,53,4,25,0,0,Safe
CUST1768,561,4,85,0,0,Safe
CUST1769,55,1,10,1,1,High Risk
CUST1770,124,1,4,1,1,High Risk
CUST1771,93,3,43,1,1,High Risk
CUST1772,90,3,52,0,0,Safe
CUST1773,218,3,5,1,1,High Risk
CUST1774,416,4,76,1,1,High Risk
CUST1775,582,3,22,0,0,Safe
CUST1776,494,4,113,0,0,Safe
CUST1777,345,3,43,0,0,Safe
CUST1778,676,3,3,1,1,High Risk
CUST1779,273,3,6,1,1,High Risk
CUST1780,241,4,82,0,0,Safe
CUST1781,941,1,4,1,1,High Risk
CUST1782,287,3,36,0,0,Safe
CUST1783,247,3,14,1,0,Safe
CUST1784,112,4,61,0,0,Safe
CUST1785,187,4,80,0,0,Safe
CUST1786,453,4,19,0,0,Safe
CUST1787,571,4,33,0,0,Safe
CUST1788,22,4,56,0,0,Safe
CUST1789,474,3,22,0,0,Safe
CUST1790,589,1,6,1,1,High Risk
CUST1791,865,3,33,0,0,Safe
CUST1792,29,4,98,0,0,Safe
CUST1793,661,3,1,1,1,High Risk
CUST1794,1042,3,3,1,1,High Risk
CUST1795,335,4,16,1,0,Safe
CUST1796,192,4,49,1,1,High Risk
CUST1797,184,3,3,0,0,Safe
CUST1798,192,3,18,0,0,Safe
CUST1799,665,3,26,1,0,Safe
CUST1800,627,3,54,0,0,Safe
CUST1801,314,4,75,0,0,Safe
CUST1802,386,3,57,1,1,High Risk
CUST1803,309,4,47,1,1,High Risk
CUST1804,420,3,50,0,0,Safe
CUST1805,529,4,17,0,0,Safe
CUST1806,622,4,71,0,0,Safe
CUST1807,479,1,9,1,1,High Risk
CUST1808,462,3,6,1,1,High Risk
CUST1809,311,3,27,0,0,Safe
CUST1810,825,3,55,0,0,Safe
CUST1811,340,3,36,1,0,Safe
CUST1812,1011,4,50,0,0,Safe
CUST1813,692,1,10,1,1,High Risk
CUST1814,419,4,49,0,1,High Risk
CUST1815,364,3,6,1,1,High Risk
CUST1816,260,4,25,0,0,Safe
CUST1817,821,1,4,1,1,High Risk
CUST1818,836,4,15,0,0,Safe
CUST1819,37,1,1,1,1,High Risk
CUST1820,686,4,48,0,0,Safe
CUST1821,163,4,31,0,0,Safe
CUST1822,913,4,24,1,1,High Risk
CUST1823,517,4,49,0,0,Safe
CUST1824,171,3,30,0,0,Safe
CUST1825,269,4,59,1,1,High Risk
CUST1826,711,3,3,0,1,High Risk
CUST1827,240,3,27,0,0,Safe
CUST1828,65,1,8,0,0,Safe
CUST1829,628,4,36,0,0,Safe
CUST1830,530,4,18,0,0,Safe
CUST1831,558,4,36,0,0,Safe
CUST1832,1005,3,44,1,0,Safe
CUST1833,1089,3,56,0,0,Safe
CUST1834,331,4,16,0,0,Safe
CUST1835,269,4,56,0,0,Safe
CUST1836,826,4,54,0,0,Safe
CUST1837,1086,4,115,0,0,Safe
CUST1838,381,4,58,0,0,Safe
CUST1839,667,1,7,1,1,High Risk
CUST1840,179,4,50,0,0,Safe
CUST1841,428,3,41,0,0,Safe
CUST1842,716,4,84,0,0,Safe
CUST1843,971,4,49,0,0,Safe
CUST1844,460,4,31,0,0,Safe
CUST1845,564,3,7,1,1,High Risk
CUST1846,863,3,35,0,0,Safe
CUST1847,311,3,19,1,1,High Risk
CUST1848,88,4,102,0,0,Safe
CUST1849,554,4,108,0,0,Safe
CUST1850,845,4,42,1,1,High Risk
CUST1851,647,3,7,1,1,High Risk
CUST1852,691,3,11,1,1,High Risk
CUST1853,76,3,55,0,0,Safe
CUST1854,497,1,5,1,1,High Risk
CUST1855,634,3,24,0,0,Safe
CUST1856,989,3,7,1,1,High Risk
CUST1857,986,4,93,0,0,Safe
CUST1858,19,3,8,1,1,High Risk
CUST1859,288,3,37,0,0,Safe
CUST1860,543,1,8,1,1,High Risk
CUST1861,890,4,54,0,0,Safe
CUST1862,39,1,7,1,1,High Risk
CUST1863,540,3,14,1,1,High Risk
CUST1864,136,1,9,1,1,High Risk
CUST1865,333,4,99,0,0,Safe
CUST1866,949,3,57,1,1,High Risk
CUST1867,954,3,17,0,0,Safe
CUST1868,487,4,57,0,0,Safe
CUST1869,62,3,53,0,0,Safe
CUST1870,889,1,9,1,1,High Risk
CUST1871,583,4,88,0,0,Safe
CUST1872,346,4,49,1,1,High Risk
CUST1873,1019,4,57,0,0,Safe
CUST1874,573,3,11,0,1,High Risk
CUST1875,281,3,41,1,1,High Risk
CUST1876,891,4,64,0,0,Safe
CUST1877,279,1,10,1,1,High Risk
CUST1878,88,4,50,0,0,Safe
CUST1879,241,3,5,1,1,High Risk
CUST1880,185,4,108,0,0,Safe
CUST1881,457,3,14,0,0,Safe
CUST1882,511,4,73,0,0,Safe
CUST1883,944,4,105,0,0,Safe
CUST1884,989,4,73,0,0,Safe
CUST1885,824,4,105,0,0,Safe
CUST1886,770,3,57,0,0,Safe
CUST1887,602,3,45,0,0,Safe
CUST1888,557,4,75,0,0,Safe
CUST1889,533,3,14,1,1,High Risk
CUST1890,1040,3,13,1,1,High Risk
CUST1891,899,3,21,0,0,Safe
CUST1892,46,3,53,0,0,Safe
CUST1893,540,1,3,1,1,High Risk
CUST1894,10,1,2,1,1,High Risk
CUST1895,745,4,59,0,0,Safe
CUST1896,706,3,22,0,0,Safe
CUST1897,822,3,27,1,1,High Risk
CUST1898,270,3,15,1,0,Safe
CUST1899,253,3,3,0,0,Safe
CUST1900,949,3,5,1,1,High Risk
CUST1901,863,1,12,0,0,Safe
CUST1902,598,3,44,0,0,Safe
CUST1903,837,3,7,0,0,Safe
CUST1904,170,4,49,0,0,Safe
CUST1905,942,4,70,1,1,High Risk
CUST1906,754,3,50,0,0,Safe
CUST1907,243,3,13,1,1,High Risk
CUST1908,464,3,2,1,1,High Risk
CUST1909,468,3,17,0,0,Safe
CUST1910,718,1,5,1,1,High Risk
CUST1911,859,1,4,1,1,High Risk
CUST1912,25,4,33,0,0,Safe
CUST1913,640,3,52,0,0,Safe
CUST1914,920,4,97,0,0,Safe
CUST1915,612,1,1,1,1,High Risk
CUST1916,293,3,42,0,0,Safe
CUST1917,430,1,12,1,1,High Risk
CUST1918,192,1,7,1,1,High Risk
CUST1919,468,4,53,0,0,Safe
CUST1920,690,3,57,1,0,Safe
CUST1921,552,1,6,1,1,High Risk
CUST1922,989,1,9,1,1,High Risk
CUST1923,471,3,19,0,0,Safe
CUST1924,40,4,57,0,0,Safe
CUST1925,114,4,85,0,0,Safe
CUST1926,52,3,18,0,0,Safe
CUST1927,894,4,74,0,0,Safe
CUST1928,597,1,9,1,1,High Risk
CUST1929,64,3,3,1,1,High Risk
CUST1930,226,3,47,0,0,Safe
CUST1931,1068,3,17,0,0,Safe
CUST1932,426,3,26,1,0,Safe
CUST1933,629,4,35,0,0,Safe
CUST1934,1001,4,44,0,0,Safe
CUST1935,542,1,1,1,1,High Risk
CUST1936,893,3,9,0,0,Safe
CUST1937,613,4,43,0,0,Safe
CUST1938,396,3,13,0,1,High Risk
CUST1939,911,4,106,0,0,Safe
CUST1940,984,1,10,1,1,High Risk
CUST1941,700,4,25,0,0,Safe
CUST1942,560,4,42,0,0,Safe
CUST1943,798,3,43,0,0,Safe
CUST1944,353,1,6,1,1,High Risk
CUST1945,486,4,69,0,0,Safe
CUST1946,988,4,21,0,0,Safe
CUST1947,579,4,46,0,0,Safe
CUST1948,318,1,6,1,1,High Risk
CUST1949,16,1,7,1,1,High Risk
CUST1950,816,4,68,0,0,Safe
CUST1951,377,3,45,0,0,Safe
CUST1952,191,3,18,0,0,Safe
CUST1953,89,3,5,1,1,High Risk
CUST1954,100,3,7,1,1,High Risk
CUST1955,1086,4,23,0,0,Safe
CUST1956,423,4,36,1,1,High Risk
CUST1957,866,4,20,0,0,Safe
CUST1958,150,3,37,1,1,High Risk
CUST1959,934,4,97,0,0,Safe
CUST1960,485,1,12,1,1,High Risk
CUST1961,975,3,1,1,1,High Risk
CUST1962,800,4,48,1,1,High Risk
CUST1963,828,3,16,0,0,Safe
CUST1964,727,3,2,0,0,Safe
CUST1965,187,3,31,1,1,High Risk
CUST1966,257,3,9,1,1,High Risk
CUST1967,705,3,2,1,0,Safe
CUST1968,69,3,10,1,1,High Risk
CUST1969,151,1,14,0,0,Safe
CUST1970,340,3,28,0,0,Safe
CUST1971,942,1,2,1,1,High Risk
CUST1972,409,4,66,0,0,Safe
CUST1973,242,1,2,1,1,High Risk
CUST1974,1093,1,14,1,1,High Risk
CUST1975,929,1,9,1,1,High Risk
CUST1976,710,3,21,0,0,Safe
CUST1977,903,4,31,0,0,Safe
CUST1978,190,1,4,1,1,High Risk
CUST1979,45,4,60,0,0,Safe
CUST1980,359,3,51,0,0,Safe
CUST1981,1073,4,22,0,0,Safe
CUST1982,147,4,47,1,0,Safe
CUST1983,146,4,83,0,0,Safe
CUST1984,501,4,113,0,0,Safe
CUST1985,421,3,42,0,0,Safe
CUST1986,226,1,13,1,1,High Risk
CUST1987,500,3,52,1,1,High Risk
CUST1988,466,3,19,0,0,Safe
CUST1989,616,3,37,0,0,Safe
CUST1990,106,3,42,0,0,Safe
CUST1991,282,3,20,0,0,Safe
CUST1992,892,3,2,1,1,High Risk
CUST1993,53,4,33,0,0,Safe
CUST1994,1054,4,45,1,1,High Risk
CUST1995,573,3,21,1,1,High Risk
CUST1996,246,4,56,0,0,Safe
CUST1997,528,3,28,1,1,High Risk
CUST1998,668,3,4,1,1,High Risk
CUST1999,86,3,21,0,0,Safe
CUST2000,470,4,57,0,0,Safe
